sampleid,DATE,TARGET_TAXON,TOTAL
sample_165,2/16/2023,PROSTOMA,62
sample_33,2/16/2023,MAGELONA MAGNAHAMATA,1
sample_139,2/16/2023,PHRONTIS TIARULA,9
sample_182,2/16/2023,ARTESIIDAE,2
sample_91,2/16/2023,MACOMA GOLIKOVI,29
sample_76,2/16/2023,MAGELONA PETTIBONEAE,2
sample_153,2/16/2023,MARGINELLOPSIS SERREI,5
sample_71,2/16/2023,RISSOA PARVA,3
sample_7,2/16/2023,SYNIDOTEA,1
sample_14,2/16/2023,CARYOCORBULA SWIFTIANA,7
sample_33,2/16/2023,OECETIS,36
sample_111,2/16/2023,OPHELINA NORVEGICA,9
sample_109,2/16/2023,MICRURA AFFINIS,12
sample_35,2/16/2023,CLEANTIOIDES PLANICAUDA,12
sample_149,2/16/2023,PHYLO ORNATUS,47
sample_82,2/16/2023,ACANTHOCEPHALA,2
sample_192,2/16/2023,EUNICIDA,10
sample_160,2/16/2023,HOPLOPHEONOIDES OBESA,17
sample_176,2/16/2023,FABRICINUDA,32
sample_187,2/16/2023,PAGURUS STIMPSONI,14
sample_152,2/16/2023,SACCOGLOSSUS,6
sample_117,2/16/2023,PALLIOLUM STRIATUM,45
sample_34,2/16/2023,LIMATULA MAORIA,30
sample_179,2/16/2023,MACOMA CERINA,2
sample_70,2/16/2023,STROMBUS ALATUS,22
sample_40,2/16/2023,GONEPLAX RHOMBOIDES,6
sample_55,2/16/2023,MUGGA WAHRBERGI,14
sample_154,2/16/2023,THELEPUS CINCINNATUS,14
sample_14,2/16/2023,HEMICHORDATA,18
sample_124,2/16/2023,POTAMOTHRIX VEJDOVSKYI,5
sample_14,2/16/2023,OPHELIA ASSIMILIS,4
sample_167,2/16/2023,TEREBELLIDES,6
sample_180,2/16/2023,CERATOCEPHALE LOVENI,7
sample_194,8/22/2023,AMPITHOE LONGIMANA,12
sample_183,8/22/2023,MONOCOROPHIUM,17
sample_196,8/22/2023,BASSINA ,14
sample_45,8/22/2023,CAULLERIELLA VENEFICA,7
sample_187,8/22/2023,AMPITHOE,32
sample_183,8/22/2023,DEROTANYPUS,4
sample_41,8/22/2023,SYNCHELIDIUM HAPLOCHELES,21
sample_182,8/22/2023,CERAPUS,23
sample_47,8/22/2023,SPHAEROMATIDAE,7
sample_160,8/22/2023,PRIONOSPIO FALLAX,3
sample_13,8/22/2023,MAGELONA DAKINI,7
sample_54,8/22/2023,PAGURISTES TORTUGAE,17
sample_7,8/22/2023,CAECUM ORCUTTI,1
sample_86,8/22/2023,MARPHYSA UNIBRANCHIATA,15
sample_126,8/22/2023,CHAOBORUS,42
sample_128,8/22/2023,CAPRELLA LAEVIUSCULA,15
sample_16,8/22/2023,IPHIMEDIA ZORA,6
sample_84,8/22/2023,HARPINIA ALA,38
sample_87,8/22/2023,CHIRONOMIDAE,20
sample_70,8/22/2023,AMPELISCA VERRILLI,16
sample_73,8/22/2023,OVALIPES OCELLATUS,100
sample_39,8/22/2023,CAPRELLA CALIFORNICA,25
sample_41,8/22/2023,EUDORELLA MONODON,45
sample_93,8/22/2023,SCOLOPLOS (SCOLOPLOS) TEXANA,7
sample_86,8/22/2023,ECHIURUS ECHIURUS ALASCANUS,9
sample_173,8/22/2023,ASTHENOTHAERUS DIEGENSIS,0
sample_135,8/22/2023,CHAETOZONE HARTMANAE,22
sample_90,8/22/2023,PHENATOMA ROSEUM,2
sample_160,8/22/2023,UPOGEBIA PUSILLA,35
sample_112,8/22/2023,ARENICOLA ,9
sample_183,8/22/2023,PHOLOE BALTICA,22
sample_130,8/22/2023,PARANTHUS RAPIFORMIS,9
sample_27,8/22/2023,EULALIA GRACILIOR,32
sample_59,8/22/2023,MACOMA GOLIKOVI,22
sample_139,8/22/2023,PSAMMOBIIDAE,14
sample_8,8/22/2023,LAEONEREIS CULVERI,8
sample_25,9/29/2023,IDOTEA UROTOMA,28
sample_175,9/29/2023,GATTYANA CIRRHOSA,8
sample_164,9/29/2023,ARICIDEA (ACMIRA) CERRUTII,55
sample_91,9/29/2023,PARAHAUSTORIUS ATTENUATUS,17
sample_26,9/29/2023,CEPHALOCHORDATA,8
sample_168,9/29/2023,SIGAMBRA WASSI,53
sample_114,9/29/2023,LAEVICARDIUM CRASSUM,29
sample_148,9/29/2023,PROTOARICIINAE,53
sample_71,9/29/2023,PODOCERUS BRASILIENSIS,13
sample_19,9/29/2023,APSEUDES,0
sample_139,9/29/2023,CYCLOCARDIA BOREALIS,15
sample_24,9/29/2023,PHOLOIDAE,4
sample_47,9/29/2023,MOLGULA VERRUCIFERA,26
sample_132,9/29/2023,SOLECURTIDAE,0
sample_156,9/29/2023,ERIOPISA INCISA,34
sample_182,9/29/2023,EULIMASTOMA ENGONIUM,29
sample_58,9/29/2023,NICOMACHINAE,58
sample_13,9/29/2023,TEGULA FASCIATA,88
sample_72,9/29/2023,NATICIDAE,18
sample_134,9/29/2023,SCOLOPLOS (SCOLOPLOS) CAPENSIS,16
sample_196,9/29/2023,PONTOGENEIA INERMIS,148
sample_161,9/29/2023,AGLAOPHAMUS MACROURA,3
sample_54,9/29/2023,PARANAIS LITORALIS,21
sample_56,9/29/2023,GLYCINDE SOLITARIA,27
sample_33,9/29/2023,FABRICINUDA PSEUDOCOLLARIS,21
sample_139,9/29/2023,TRAVISIA ,21
sample_192,4/13/2023,DRILONEREIS,16
sample_84,4/13/2023,MALDANIDAE,10
sample_122,4/13/2023,APISTOBRANCHUS TYPICUS,0
sample_133,4/13/2023,MARPHYSA BELLII,32
sample_13,4/13/2023,AGRIOPOMA MORRHUANUM,37
sample_132,4/13/2023,SPIOPHANES BOMBYX,6
sample_57,4/13/2023,TRAVISIA CARNEA,1
sample_88,4/13/2023,EUMIDA,2
sample_156,4/13/2023,PROSPHAEROSYLLIS LONGICAUDA,28
sample_183,4/13/2023,MARGINELLIDAE,6
sample_2,4/13/2023,SYNIDOTEA FOSTERI,12
sample_62,4/13/2023,SPHAEROSYLLIS,30
sample_111,4/13/2023,PAGURUS,4
sample_88,4/13/2023,NAIS COMMUNIS,17
sample_112,4/13/2023,MICROPHTHALMUS,8
sample_73,4/13/2023,GLYCINDE NORDMANNI,123
sample_19,4/13/2023,PARAHAUSTORIUS,2
sample_58,4/13/2023,STHENELAIS,28
sample_28,4/13/2023,MYSIDAE,50
sample_152,4/13/2023,ACANTHOHAUSTORIUS SHOEMAKERI,43
sample_109,4/13/2023,TEREBELLIDAE,3
sample_46,4/13/2023,LIMNODRILUS CLAPAREDIANUS,4
sample_53,4/13/2023,LEITOSCOLOPLOS,46
sample_184,4/13/2023,BIFFARIUS BIFORMIS,0
sample_200,4/13/2023,GONIADELLA GRACILIS,46
sample_52,4/13/2023,SOLAMEN GLANDULA,7
sample_8,4/13/2023,HYPERETEONE,2
sample_121,4/13/2023,AMPHICTEIS GUNNERI,26
sample_142,4/13/2023,MYA ARENARIA,12
sample_118,4/13/2023,LYSILLA ALBA,0
sample_152,4/13/2023,THRACIA,18
sample_22,4/13/2023,BRANCHIOMMA,43
sample_1,4/13/2023,HYPERETEONE LACTEA,0
sample_14,4/13/2023,PHOTIS DENTATA,8
sample_94,4/13/2023,AMERITELLA MITCHELLI,4
sample_43,4/13/2023,PHOXOCEPHALUS HOLBOLLI,138
sample_101,4/13/2023,MONTICELLINA DORSOBRANCHIALIS,10
sample_27,4/13/2023,PROTOHAUSTORIUS WIGLEYI,13
sample_21,4/13/2023,DERO DIGITATA,1
sample_67,4/13/2023,ARICIDEA (ACMIRA) CERRUTII,1
sample_111,4/13/2023,PETRICOLARIA PHOLADIFORMIS,23
sample_127,4/13/2023,HETEROMASTUS FILOBRANCHUS,6
sample_194,5/20/2023,THARYX ACUTUS,10
sample_30,5/20/2023,TEREBELLA,34
sample_184,5/20/2023,STENOTHOIDAE,7
sample_14,5/20/2023,UNCIOLA IRRORATA,14
sample_138,5/20/2023,NAIS COMMUNIS,0
sample_32,5/20/2023,LIMECOLA BALTHICA,5
sample_23,5/20/2023,CHIONE CANCELLATA,0
sample_131,5/20/2023,RHEPOXYNIUS,7
sample_88,5/20/2023,ARENICOLA,3
sample_35,5/20/2023,HAUSTORIUS CANADENSIS,54
sample_24,5/20/2023,POLYDORA AGGREGATA,1
sample_151,5/20/2023,CIROLANIDAE,12
sample_42,5/20/2023,PARANINOE BREVIPES,13
sample_155,5/20/2023,CIRROPHORUS FURCATUS,5
sample_100,5/20/2023,MARPHYSA BELLII,13
sample_55,5/20/2023,GOLFINGIA,1
sample_58,5/20/2023,PHOLOE LONGA,6
sample_23,5/20/2023,TAGELUS DIVISUS,25
sample_81,5/20/2023,GONIADIDES,67
sample_112,5/20/2023,APOCOROPHIUM,2
sample_169,5/20/2023,ANOBOTHRUS GRACILIS,12
sample_187,5/20/2023,LEUCON,12
sample_55,5/20/2023,GNATHIIDAE,24
sample_91,5/20/2023,MYRIANIDA,8
sample_30,5/20/2023,TRAVISIA,5
sample_14,5/20/2023,ABRA,2
sample_139,5/20/2023,SOLEMYA VELUM,7
sample_92,5/20/2023,AMPHARETE BALTICA,14
sample_38,5/20/2023,MICRURA,10
sample_117,5/20/2023,PYROMAIA TUBERCULATA,8
sample_101,5/20/2023,EDOTIA MONTOSA,11
sample_73,5/20/2023,SYLLIDES VERRILLI,14
sample_146,5/20/2023,ACANTHOHAUSTORIUS,5
sample_54,5/20/2023,HARMOTHOE ,10
sample_56,5/20/2023,MACULAURA ALASKENSIS,16
sample_17,5/20/2023,HALCAMPIDAE,70
sample_13,5/20/2023,NUTRICOLA CONFUSA,5
sample_74,5/20/2023,THEMISTE (THEMISTE) ALUTACEA,6
sample_39,5/20/2023,BARANTOLLA AMERICANA,11
sample_182,5/20/2023,NEPHTYS ASSIMILIS,9
sample_139,5/20/2023,HARTMANODES NYEI,5
sample_135,5/20/2023,CHAETOZONE HYSTRICOSA,2
sample_167,5/20/2023,OLIVELLA BAETICA,13
sample_123,5/20/2023,NEPHTYS ASSIGNIS,5
sample_142,5/20/2023,NEPHASOMA,20
sample_158,4/7/2023,EXOGONE ROLANI,104
sample_13,4/7/2023,PARADONEIS LYRA,5
sample_132,4/7/2023,ASYCHIS CAROLINAE,14
sample_194,4/7/2023,CYCLOSTREMISCUS JEANNAE,67
sample_17,4/7/2023,PALLIOLUM TIGERINUM,20
sample_24,4/7/2023,JOEROPSIDIDAE,97
sample_78,10/16/2023,BRANIA WELLFLEETENSIS,68
sample_187,10/16/2023,ETEONINAE,95
sample_178,10/16/2023,ALITTA,60
sample_75,10/16/2023,STYELIDAE,64
sample_24,10/16/2023,APSEUDES ,139
sample_75,10/16/2023,PYRGOCYTHARA PLICOSA,161
sample_101,10/16/2023,MALDANE SARSI,108
sample_55,10/6/2023,ARICIDEA,2
sample_80,10/6/2023,SYNAPTIDAE,17
sample_71,10/6/2023,SABACO,19
sample_133,10/6/2023,LEUCOTHOE SPINICARPA,6
sample_168,10/6/2023,CIRROPHORUS AMERICANUS,1
sample_48,10/6/2023,BYBLIS MINUTICORNIS,6
sample_186,10/6/2023,GLYCINDE NORDMANNI,14
sample_89,10/6/2023,PERICLIMENES,17
sample_48,10/6/2023,TEREBELLA,1
sample_143,10/6/2023,CHIRIDOTEA ALMYRA,124
sample_116,10/6/2023,PARAPIONOSYLLIS,21
sample_197,10/6/2023,PYRAMIDELLIDAE,9
sample_43,10/6/2023,NEANTHES ACUMINATA,3
sample_181,10/6/2023,MARGINELLIDAE,7
sample_23,10/6/2023,THALASSODRILIDES BELLI,29
sample_39,10/6/2023,TANAISSUS,24
sample_11,10/6/2023,PINNIXA,35
sample_190,10/6/2023,MONOCOROPHIUM ACHERUSICUM,9
sample_66,10/6/2023,MICROSPIO PIGMENTATA,70
sample_119,10/6/2023,TELLINA,13
sample_15,10/6/2023,TUBIFICOIDES HETEROCHAETUS,20
sample_165,10/6/2023,PARANAITIS POLYNOIDES,26
sample_173,10/6/2023,SAYELLA,48
sample_8,10/6/2023,SPHAEROSYLLIS,11
sample_112,10/6/2023,MARPHYSA SANGUINEA,4
sample_145,10/6/2023,SPIOCHAETOPTERUS COSTARUM,9
sample_126,10/6/2023,PISTA,0
sample_110,10/6/2023,SYLLIS,20
sample_197,10/6/2023,CAULLERIELLA ALATA,24
sample_169,10/6/2023,PISTA PALMATA,6
sample_35,10/6/2023,LIOBERUS CASTANEA,6
sample_178,10/6/2023,VAUNTHOMPSONIA MINOR,2
sample_169,10/6/2023,AMPELISCA BREVISIMULATA,5
sample_77,10/6/2023,MERCENARIA CAMPECHIENSIS,55
sample_113,10/6/2023,ARICIDEA (STRELZOVIA) SUECICA,48
sample_129,10/6/2023,THALASSINIDAE,9
sample_138,10/6/2023,CLATHROLUCINA COSTATA,7
sample_160,10/6/2023,DIASTYLIS SANTAMARIENSIS,51
sample_126,10/13/2023,ERICTHONIUS FASCIATUS,0
sample_136,10/13/2023,PRIONOSPIO FALLAX,4
sample_133,10/13/2023,STENOTHOE MINUTA,26
sample_86,10/13/2023,SPIRORBINAE,31
sample_145,10/13/2023,LUMBRINERIDAE,9
sample_193,10/13/2023,STYLODRILUS HERINGIANUS,12
sample_141,10/13/2023,TUBIFICOIDES WASSELLI,1
sample_34,10/13/2023,CHIRIDOTEA TUFTSII,39
sample_103,10/13/2023,FLABELLIGERIDAE,33
sample_158,10/13/2023,ALVANIA,24
sample_197,10/13/2023,NOTHRIA CONCHYLEGA,1
sample_73,10/13/2023,GLYCERIDAE,31
sample_57,10/13/2023,GLYCERA ROBUSTA,213
sample_9,10/13/2023,GASTROPTERON PACIFICUM,62
sample_73,10/13/2023,PECTINIDAE,18
sample_132,10/13/2023,GLYCERA TENUIS,14
sample_97,10/13/2023,ARICIDEA (ARICIDEA) WASSI,41
sample_8,10/13/2023,SCOLETOMA HEBES,22
sample_183,10/13/2023,ERYCINA PARVA,53
sample_68,10/13/2023,MONOCULODES CARINATUS,16
sample_51,10/13/2023,ECHINIDEA,3
sample_57,10/13/2023,SUBLETTEA COFFMANI,3
sample_31,10/13/2023,LAMELLITROPHON HUTTONII,71
sample_127,10/13/2023,PROTOMEDEIA GRANDIMANA,35
sample_74,10/13/2023,GAMMAROPSIS MACULATA,0
sample_123,10/13/2023,INSECTA,32
sample_182,10/13/2023,IRUS REFLEXUS,51
sample_159,4/25/2023,HEMIPODIA SIMPLEX,2
sample_84,4/25/2023,HESIONIDAE,15
sample_75,4/25/2023,PARAONIDES,10
sample_83,4/25/2023,CAPITELLIDES JONESI,26
sample_84,4/25/2023,ARCIDAE,0
sample_94,4/25/2023,MAGELONIDAE,37
sample_166,4/25/2023,CAULLERIELLA VENEFICA,70
sample_53,4/25/2023,POLYCIRRUS MEDUSA,17
sample_136,4/25/2023,GATTYANA AMONDSENI,54
sample_55,4/25/2023,SOLEMYA VELUM,11
sample_103,4/25/2023,AMPHICTEIS GUNNERI,19
sample_46,4/25/2023,THELEPODINAE,24
sample_66,4/25/2023,CLYMENELLA,3
sample_133,4/25/2023,AMPHARETIDAE,16
sample_54,4/25/2023,TRAVISIA FORBESII,42
sample_155,4/25/2023,OWENIA,12
sample_146,4/25/2023,NATICIDAE,30
sample_129,4/25/2023,LUMBRINERIDAE,1
sample_170,4/25/2023,POLYGORDIUS JOUINAE,16
sample_29,4/25/2023,POLYDORA AGGREGATA,5
sample_25,4/25/2023,PSEUDOPOLYDORA ANTENNATA,103
sample_102,4/25/2023,POLYNOIDAE,91
sample_9,4/25/2023,LAGIS,11
sample_56,4/25/2023,OWENIA FUSIFORMIS,41
sample_137,4/25/2023,DYOPEDOS ARCTICUS,13
sample_182,4/25/2023,STYLATULA,6
sample_199,4/25/2023,IDUNELLA DIFFUSA,1
sample_32,4/25/2023,AMPHIOPLUS THROMBODES,10
sample_171,4/25/2023,DIPOLYDORA,16
sample_192,4/25/2023,CRANGON ALASKENSIS,20
sample_99,4/25/2023,NOTOPROCTUS,3
sample_173,4/25/2023,GLYCYMERIS GLYCYMERIS,16
sample_38,4/25/2023,PETTIBONEIA SANMATIENSIS,71
sample_122,4/25/2023,NINOE ARMORICANA,3
sample_24,4/25/2023,SABELLIDAE,9
sample_193,4/25/2023,DIOPATRA TRIDENTATA,15
sample_176,4/25/2023,STEREOBALANUS CANADENSIS,7
sample_95,4/25/2023,TROCHOCHAETA WATSONI,9
sample_38,4/25/2023,CASSIDINIDEA OVALIS,27
sample_191,4/25/2023,RAETA UNDULATA,6
sample_50,4/25/2023,PARADEXAMINE,11
sample_90,4/25/2023,SCHISTOMERINGOS PECTINATA,13
sample_81,4/25/2023,CERATOCEPHALE LOVENI,1
sample_199,12/24/2023,POLYGORDIUS,10
sample_144,12/24/2023,OEDICEROTIDAE,35
sample_142,12/24/2023,PHOLOE,19
sample_161,12/24/2023,MICROPROTOPUS RANEYI,35
sample_186,12/24/2023,PYTHINELLA CUNEATA,13
sample_160,12/24/2023,GONIADIDES,9
sample_31,12/24/2023,CIRRATULUS,66
sample_154,12/24/2023,BATHYPOREIA QUODDYENSIS,58
sample_105,12/24/2023,SPHAEROSYLLIS TAYLORI,16
sample_59,12/24/2023,PHOLOIDES,11
sample_46,12/24/2023,KIRKEGAARDIA,1
sample_188,12/24/2023,PAGURUS,39
sample_184,12/24/2023,HYPERETEONE,22
sample_162,12/24/2023,MARPHYSA BELLII,53
sample_164,12/24/2023,NEVERITA DUPLICATA,42
sample_144,12/24/2023,SPIOCHAETOPTERUS COSTARUM OCULATUS,72
sample_109,12/24/2023,ALITTA SUCCINEA,1
sample_64,12/24/2023,METOPELLA ANGUSTA,11
sample_58,12/24/2023,CAPRELLA,0
sample_140,12/24/2023,ABRA,3
sample_135,12/24/2023,LANASSA VENUSTA,18
sample_172,12/24/2023,MONOCOROPHIUM INSIDIOSUM,3
sample_71,12/24/2023,RHOMBOIDELLA RADIANS,10
sample_65,12/24/2023,NEPHTYS HOMBERGII,7
sample_47,12/24/2023,CARELIOPSIS,11
sample_5,12/24/2023,ONUPHIS AFFINIS,4
sample_2,6/28/2023,MICRODEUTOPUS GRYLLOTALPA,3
sample_4,6/28/2023,XENANTHURA BREVITELSON,15
sample_139,6/28/2023,OXYDROMUS OBSCURUS,0
sample_62,6/28/2023,UNCIOLA DISSIMILIS,15
sample_49,6/28/2023,LEUCON (LEUCON) NASICA,6
sample_143,6/28/2023,NOTHRIA CONCHYLEGA,50
sample_84,6/28/2023,MICROPHTHALMUS SCZELKOWII,11
sample_194,6/28/2023,MAGELONA RIOJAI,2
sample_74,6/28/2023,SPHAERODORUM GRACILIS,2
sample_108,6/28/2023,DULICHIELLA APPENDICULATA,64
sample_199,6/28/2023,PHYLLODOCE ARENAE,41
sample_30,6/28/2023,ERICHSONELLA ATTENUATA,31
sample_69,6/28/2023,EDWARDSIA ELEGANS,20
sample_172,6/28/2023,GLOIOBDELLA ELONGATA,13
sample_34,6/28/2023,PRIONOSPIO FALLAX,6
sample_85,6/28/2023,NINOE,10
sample_11,6/28/2023,EURYTELLINA NITENS,4
sample_77,6/28/2023,THYASIRA FLEXUOSA,2
sample_134,6/28/2023,HESIONURA ELONGATA,2
sample_132,6/28/2023,LEPIDONOTUS SUBLEVIS,47
sample_103,6/28/2023,PISTA PALMATA,8
sample_181,6/28/2023,PAREXOGONE HEBES,4
sample_49,6/28/2023,STEPHENSONIANA TRIVANDRANA,12
sample_21,6/28/2023,PANDORA INORNATA,78
sample_144,6/28/2023,MICROPHTHALMUS,5
sample_3,6/28/2023,MACOPLOMA TENTA,9
sample_186,6/28/2023,SCOLETOMA IMPATIENS,18
sample_23,6/28/2023,ISCHYROCERUS ANGUIPES,5
sample_65,6/28/2023,CLINOTANYPUS PINGUIS,13
sample_184,6/28/2023,LEUCON ,13
sample_151,6/28/2023,GNATHIA MAXILLARIS,18
sample_40,8/11/2023,SALVATORIA,14
sample_168,8/11/2023,BARANTOLLA,42
sample_4,8/11/2023,NEPHTYS PARADOXA,49
sample_54,8/11/2023,MONOCOROPHIUM ACHERUSICUM,6
sample_84,8/11/2023,MACOMA BALTHICA,7
sample_200,8/11/2023,GLYCERA CAPITATA,33
sample_1,8/11/2023,TUBIFICOIDES WASSELLI,178
sample_137,8/11/2023,SYNIDOTEA NODULOSA,30
sample_69,8/11/2023,AMEROCULODES,25
sample_41,8/11/2023,NUCULANA MINUTA,35
sample_148,8/11/2023,APISTOBRANCHUS TYPICUS,41
sample_37,8/11/2023,ONUPHIS,65
sample_59,8/11/2023,EULIMA BILINEATA,42
sample_110,8/11/2023,MANGELIA ATTENUATA,5
sample_102,8/11/2023,VITTA USNEA,5
sample_138,8/11/2023,HYALOIDEA,1
sample_106,8/11/2023,STEGOCEPHALOIDES CHRISTIANIENSIS,4
sample_192,1/4/2023,POLYDORA CORNUTA,35
sample_38,1/4/2023,DIPLOCIRRUS HIRSUTUS,41
sample_193,1/4/2023,LEUCONIDAE,3
sample_10,1/4/2023,EUDORELLA PACIFICA,75
sample_114,1/4/2023,AMPELISCA,18
sample_145,1/4/2023,DENTIMARGO CAIROMA,13
sample_160,1/4/2023,CHAOBORUS,127
sample_77,1/4/2023,DASYBRANCHUS LUMBRICOIDES,31
sample_131,1/4/2023,DYOPEDOS,90
sample_111,1/4/2023,MAGELONA PHYLLISAE,16
sample_151,1/4/2023,PISTA LORNENSIS,45
sample_69,10/2/2023,HYPERETEONE FOLIOSA,2
sample_191,10/2/2023,OXYDROMUS OBSCURUS,42
sample_64,10/2/2023,STREPTOSYLLIS WEBSTERI,30
sample_32,10/2/2023,PSEUDOLEPTOCUMA MINUS,0
sample_11,10/2/2023,MICROPHTHALMUS SCZELKOWII,6
sample_152,10/2/2023,PISTA,7
sample_106,10/2/2023,CLYMENELLA MUCOSA,30
sample_142,10/2/2023,ARICIDEA (ACMIRA) LOPEZI,17
sample_82,10/2/2023,PTILANTHURA TENUIS,48
sample_159,10/2/2023,GRANDIDIERELLA BONNIEROIDES,17
sample_22,10/2/2023,BATHYPOREIA PARKERI,7
sample_21,10/2/2023,APLYSIIDAE,8
sample_127,10/2/2023,CAULLERIELLA,2
sample_33,10/2/2023,LEITOSCOLOPLOS ROBUSTUS,7
sample_45,10/2/2023,AMPHARETE LINDSTROEMI,37
sample_146,10/2/2023,PECTINARIA CALIFORNIENSIS,60
sample_90,10/2/2023,HYDROIDES PROTULICOLA,42
sample_24,10/2/2023,ARICIDEA (ACMIRA),10
sample_33,10/2/2023,COLUMBELLIDAE,25
sample_109,10/2/2023,CHAETOZONE SETOSA,2
sample_92,10/2/2023,EULALIA BILINEATA,21
sample_149,10/2/2023,PARAPIONOSYLLIS,20
sample_126,10/2/2023,THARYX KILLARIENSIS,11
sample_169,10/2/2023,PHASCOLION (LESENKA) CRYPTUM,8
sample_40,10/2/2023,ACANTHOHAUSTORIUS INTERMEDIUS,6
sample_145,10/2/2023,POLYDORA CORNUTA,24
sample_160,10/2/2023,NOTOCIRRUS SPINIFERUS,6
sample_73,10/2/2023,BYBLIS SERRATA,33
sample_183,10/2/2023,SCOLELEPIS (PARASCOLELEPIS) TEXANA,1
sample_39,10/2/2023,SIGALION,24
sample_163,10/2/2023,JANUA HETEROSTROPHA,15
sample_15,10/2/2023,PHOXICHILIDIUM FEMORATUM,4
sample_158,1/21/2023,EDOTIA MONTOSA,2
sample_134,1/21/2023,PARASABELLA MICROPHTHALMA,14
sample_110,1/21/2023,MELITA NITIDA,8
sample_10,1/21/2023,NEANTHES ACUMINATA,3
sample_170,1/21/2023,MELITIDAE,5
sample_103,1/21/2023,SCOLETOMA IMPATIENS,28
sample_36,1/21/2023,LYSIDICE UNICORNIS,0
sample_172,1/21/2023,TEREBELLIDAE,15
sample_198,1/21/2023,AMPITHOE,22
sample_22,1/21/2023,FLABELLIGERA AFFINIS,21
sample_128,1/21/2023,CHAETOZONE SETOSA,27
sample_66,1/21/2023,CIRRIFORMIA GRANDIS,1
sample_155,1/21/2023,ERICHSONELLA CRENULATA,2
sample_153,1/21/2023,MALMGRENIA ANDREAPOLIS,53
sample_14,1/21/2023,MONOCOROPHIUM INSIDIOSUM,32
sample_179,1/21/2023,TURBONILLA,0
sample_77,1/21/2023,MODULUS MODULUS,6
sample_20,1/21/2023,ALPHEUS,1
sample_44,1/21/2023,LEITOSCOLOPLOS ROBUSTUS,1
sample_73,1/21/2023,AMPHIBALANUS VENUSTUS,38
sample_162,1/21/2023,THRACIA MORRISONI,4
sample_28,1/21/2023,EOHAUSTORIUS BREVICUSPIS,11
sample_190,1/21/2023,NEPHTYS BUCERA,4
sample_47,1/21/2023,LUMBRINERIS NONATOI,7
sample_28,1/21/2023,AEVERRILLIA ARMATA,2
sample_159,1/21/2023,AXIIDEA,1
sample_22,1/21/2023,TIMOCLEA OVATA,3
sample_160,1/21/2023,PSEUDOLEPTOCUMA MINUS,6
sample_22,1/21/2023,CIRRATULUS GRANDIS,14
sample_151,1/21/2023,SESSILIA,3
sample_54,1/21/2023,SPISULA,14
sample_11,1/21/2023,HAPLOSYLLIS,15
sample_143,1/21/2023,MOOREONUPHIS ,1
sample_121,1/21/2023,AMPELISCA CAREYI,7
sample_88,1/21/2023,SCOLOPLOS,11
sample_80,1/21/2023,EUNOE NODOSA,30
sample_90,1/21/2023,ROCINELA SIGNATA,32
sample_29,11/14/2023,STENOTHOIDAE,0
sample_187,11/14/2023,MYTILUS EDULIS,2
sample_159,11/14/2023,THYASIRA,15
sample_195,11/14/2023,LEMBOS WEBSTERI,10
sample_104,11/14/2023,LAEONEREIS CULVERI,6
sample_111,11/14/2023,MELITA NITIDA,17
sample_91,11/14/2023,SPHAERODORUM GRACILIS,11
sample_67,11/14/2023,POLYDORA HETEROCHAETA,12
sample_45,11/14/2023,CLYMENELLA,8
sample_65,11/14/2023,EULIMIDAE,3
sample_158,11/14/2023,DENTALIUM,32
sample_189,11/14/2023,SCALIBREGMATIDAE,6
sample_140,11/14/2023,OWENIA,0
sample_188,11/14/2023,ONUPHIDAE,13
sample_84,11/14/2023,MICRURA,3
sample_22,11/14/2023,ISAEIDAE,23
sample_177,11/14/2023,EDOTIA SP.,1
sample_119,11/14/2023,SPIOCHAETOPTERUS OCULATUS,35
sample_90,11/14/2023,HAMINOEIDAE,2
sample_152,11/14/2023,PARASETIA IRRITABILIS,4
sample_94,11/14/2023,CHIRIDOTEA ALMYRA,30
sample_120,11/14/2023,GLYCERA CAPITATA,14
sample_98,11/14/2023,GONIADELLA GRACILIS,7
sample_102,11/14/2023,PYTHINELLA CUNEATA,5
sample_28,11/14/2023,EUSYLLIS BLOMSTRANDI,4
sample_28,11/14/2023,PANDORA INORNATA,8
sample_152,11/14/2023,MARENZELLERIA VIRIDIS,11
sample_39,11/14/2023,NOTOPROCTUS PACIFICUS,3
sample_195,11/14/2023,CARDITIDAE,19
sample_82,4/9/2023,CARDIIDAE,68
sample_19,4/9/2023,APHRODITIDAE,35
sample_81,4/9/2023,SCOLELEPIS (SCOLELEPIS) SQUAMATA,24
sample_135,4/9/2023,APOCOROPHIUM SIMILE,1
sample_5,4/9/2023,KIRKEGAARDIA DORSOBRANCHIALIS,55
sample_82,4/9/2023,NEOMYSIS AMERICANA,12
sample_29,4/9/2023,TEREBELLINAE,29
sample_135,4/9/2023,SYLLIDAE,6
sample_178,4/9/2023,CHONE DUNERI,0
sample_133,4/9/2023,GNATHIIDAE,5
sample_86,4/9/2023,NEMATOSTELLA VECTENSIS,3
sample_172,4/9/2023,MELINNA,0
sample_35,4/9/2023,SPIO SETOSA,3
sample_89,4/9/2023,AMPHARETINAE,18
sample_113,4/9/2023,SYLLINAE,4
sample_44,4/9/2023,SYLLIS,4
sample_29,4/9/2023,HOBSONIA FLORIDA,9
sample_182,4/9/2023,EXOGONINAE,25
sample_94,4/9/2023,ARICIDEA (ARICIDEA) WASSI,21
